id,wholeName
3103,STATE TRADING ENTERPRISE FOR PRECISION INSTRUMENTS
3104,STATE ESTABLISHMENT FOR PRECISION INSTRUMENTS
3105,STEEL AND TIMBER STATE ENTERPRISE
3106,STATE TRADING ENTERPRISE FOR STEEL AND TIMBER
3107,SULAIMANIYAH SUGAR STATE COMPANY
3108,SULAIMANIYA SUGAR STATE ENTERPRISE
3110,VOCATIONAL TRAINING CENTRE FOR ENGINEERING AND METALLIC INDUSTRIES
3111,VOCATIONAL TRAINING CENTRE FOR ENGINEERING
3280,Al-Haramain (Afghanistan branch)
3121,Khalaf M. M. Al-Dulaymi
3122,Khalaf Al Dulaimi
3123,Adnan S. Hasan Ahmed
3125,Ahmed Sultan
3124,Hasan Ahmed S. Adnan
3126,Munir Al Qubaysi
3127,Munir Al-Kubaysi
3128,Muneer Al-Kubaisi
3129,Munir Awad
3130,Munir A Mamduh Awad
3134,Association for Citizens' Rights and Resistance to Lies
3135,Dzemijetul Furkan
3136,Association of Citizens for the Support of Truth and Suppression of Lies
3137,Sirat
3139,"Association for Education, Culture and Building Society ― Sirat"
3140,"Association for Education, Cultural and to Create Society ― Sirat"
3141,Istikamet
3142,In Siratel
3152,Stowarzyszenie na rzecz Praw Obywatelskich i Oporu Przeciw Kłamstwu
3154,Stowarzyszenie Obywatelskie na rzecz Wspierania Prawdy i Eliminowania Kłamstw
3155,"Stowarzyszenie na rzecz Edukacji, Kultury i Społeczeństwa – Sirat"
3133,Dzem’ijjetul Furqan
3132,Dzemilijati Furkan
3131,Al Furqan
7314,Citizens' Association for Support and Prevention of lies — Furqan
7431,Гражданска асоциация за защита на истината и премахването на лъжата — Furqan
7430,"Асоциация за образование, култура и за изграждане на общество — Sirat"
7429,Гражданска асоциация за защита на истината и премахването на лъжата
7428,Асоциация за граждански права и борба с лъжите
7427,"Stowarzyszenie na rzecz Edukacji, Kultury i Społeczeństwa — Sirat"
7315,Zveza državljanov za podporo in preprečevanje laži – Furqan
3589,"Zveza za izobraževanje, kulturo in družbo ― Sirat"
3588,Zveza državljanov za podporo pravici in zatiranje laži
3587,Zveza za pravice državljanov in zatiranje laži
3159,Międzynarodowe Stowarzyszenie Pomocy Taibah
7465,Taibah International – босненски офиси
7466,Агенция за международна помощ „Taibah“
3145,Taibah International Aid Association
3144,Taibah International Aid Agency
3143,Taibah International - Bosnia Offices
7467,Асоциация за международна помощ „Taibah“
7468,Асоциация за международно подпомагане „Taibah“
3146,"Al Taibah, Intl."
3147,Taibah International Aide Association
3158,Taibah Międzynarodowa Agencja Pomocy
3261,Asil Tabra
3260,Asil Sami Mohammad Madhi Tabrah
3264,Adib Shaban
3263,Adib Sha’ban
3262,Adib Shaban Al-Ani
3284,Al-Haramain (Netherlands branch)
3285,Stichting Al Haramain Humanitarian Aid
3288,Saher Burhan Al-Deen
3289,Sahir Burhan
3287,Sahir Barhan
3286,Sahir Berhan
3291,Maki Hamudat
3293,Maki Al-Hamadat
3290,Maki Mustafa Hamudat
3292,Mackie Hmodat
3294,Macki Hamoudat Mustafa
3297,Rudi Untaywan Slaywah
3298,Rudi Saliwa
3296,Rudi Slaiwah
3295,Roodi Slewa
3301,ALFA TRADING COMPANY
3300,ALFA COMPANY LIMITED FOR INTERNATIONAL TRADING AND MARKETING
3302,ALFA INVESTMENT AND INTERNATIONAL TRADING
3303,"TRADING AND TRANSPORT SERVICES COMPANY, LTD"
3370,Imad Ben Bechir Ben Hamda Al-Jammali
15138,Al-Habib ben Ahmad ben al-Tayib al-Lubiri
3373,Habib Ben Ahmed Al-Loubiri
7370,Institución benéfica Al Harammein Al Masjed Al-Aqsa
7371,Al-Haramayn u Al Masjid Al Aqsa Charitable Foundation
7376,Благотворителна фондация Al-Haramayn and Al Masjid Al Aqsa
7377,Благотворителна фондация Al Harammein Al Masjed Al-Aqsa
7375,Благотворителна фондация „Al-Haramain & Al Masjed Al-Aqsa
3394,Al-Haramayn og Al Masjid Al Aqsa Charitable Foundation
7308,Al Harammein Al Masjed Al-Aqsa Charity Foundation
3404,Al-Haramain Foundation (Unión de la Comoras)
3403,Al-Haramain Foundation (Κομόρες)
3406,Al-Haramain Foundation (Comore-szigetek)
3407,Al-Haramain Foundation (Unione delle Comore)
3408,Al-Haramain Foundation (Komorų Sąjunga)
3409,Al-Haramain Foundation (Komoru salas)
3410,Al-Haramain Foundation (Unie der Comoren)
3411,Al-Haramain Foundation (União das Ilhas Comores)
3412,Al-Haramain Foundation (Komorerna)
3427,Fondation Al-Haramain (Union des Comores)
3405,Al-Haramain Foundation (Komorien liitto)
3399,Al-Haramain Foundation (Union of the Comoros)
3401,Al-Haramain Foundation (Unionen Comorerne)
3402,Al-Haramain Foundation (Union der Komoren)
7318,Al-Qaida in Iraq
3599,Organizacijski sedež džihad/Mezopotamija
7321,Islamic State of Iraq
7322,ISI
7320,Al-Qaida no Iraque
7448,Estado Islâmico do Irão
7449,Al-Kaida v Iraku
7450,Ал Кайда в Ирак
7451,Групата за монотеизъм и джихад
7452,Кайда на джихад в страната на двете реки
7453,Ал Кайда на джихад в станата на двете реки
7454,Организацията на основата на джихад в страната на двете реки
7455,Организацията на основата на джихад/Страната на двете реки
7456,Базата на организацията на джихад/Месопотамия
7457,Ислямска държава Ирак
7458,Мрежата „al-Zarqawi”
17514,Islamic State in Iraq and the Levant
17516,Победният фронт
17517,Фронтът Al-Nusrah за хората от Изтока
17518,Ислямска държава в Ирак и в Изтока
17519,Islamska država v Iraku in Levantu
3483,Jama’at al-Tawhid Wa'al-Jihad
3484,JTJ
3485,al-Zarqawi network
3486,al-Tawhid
3488,the Monotheism and Jihad Group
3492,Al-Zarqawi-Netzwerk
3493,"Gruppe ,Einheit Gottes und Heiliger Krieg'"
3496,réseau al-Zarqawi
3506,Grupa „Monoteizm i Jihad”
3509,mreža al-Zarqawi
3510,Monoteizem in skupina džihad
3554,Qaida of the Jihad in the Land of the Two Rivers
3555,Al-Qaida of Jihad in the Land of the Two Rivers
3556,The Organization of Jihad’s Base in the Country of the Two Rivers
3557,The Organization Base of Jihad/Country of the Two Rivers
3558,The Organization Base of Jihad/Mesopotamia
3559,Tanzim Qa’idat Al-Jihad fi Bilad al-Rafidayn
3560,Tanzeem Qa’idat al Jihad/Bilad al Raafidaini
3582,rete al-Zarqawi
3595,Džihadska Kaida v deželi dveh rek
3596,Džihadska Al-Kaida v deželi dveh rek
3597,Organizacija džihad v deželi dveh rek
3598,Organizacijski sedež džihad/Dežela dveh rek
7319,AQI
3629,Muhsin Fadhil Ayed Ashour Al-Fadhli
3633,Abu Samia
3632,Abu Majid Samiyah
3631,Muhsin Fadil Ayid Ashur al Fadhli
3630,Muhsin Fadhil ‘Ayyid al Fadhli
3698,Al-Aqsa e.V.
7177,Al-Aksá e.V.
7176,Stowarzyszenie Al-Aksa
3881,Al Aksa e.V.
4025,Lashkar e-Tayyiba
4026,Lashkar-e-Toiba
15798,FIF
15797,Falah-i-Insaniat Foundation
7461,Армията на „чистите“ и праведните
7460,Армията на праведните
7459,Армията на „чистите“
7333,Jama'at-ud-Da'awa
7332,Jama'at-ud-Da'awah
7330,Jama'at-i-Dawat
7326,Jama'at al-Dawa
7334,Jamaati-ud-Dawa
7331,Jamaiat-ud-Dawa
7329,Jamaat-ul-Dawa
7328,Jamaat ul-Dawah
7327,Jamaat ud-Daawa
7325,JUD
7324,Jamaat-ud-Dawa
4378,Ejército de los Puros y de los Justos
4377,Ejército de los Justos
4376,Ejército de los Puros
4302,LET
4301,Lashkar e Tayyaba
4027,Lashkar-i-Taiba
4028,al Mansoorian
4029,al Mansooreen
4030,Army of the Pure
4031,Army of the Righteous
4032,Army of the Pure and Righteous
4033,Paasban-e-Kashmir
4034,Paasban-i-Ahle-Hadith
4035,Pasban-e-Kashmir
4036,Pasban-e-Ahle-Hadith
4037,Paasban-e-Ahle-Hadis
4041,A tiszták hadserege
4042,Az erényesek hadserege
4043,A tiszták és erényesek hadserege
4044,Exército dos Puros
4045,Exército dos Justos
4046,Exército dos Puros e dos Justos
4300,Pashan-e-ahle Hadis
4063,Abu Thoriq
4062,Abu Rusdan
4064,Rusdjan
4065,Rusjan
4066,Rusydan
4067,Thoriquddin
4068,Thoriquiddin
4069,Toriquddin
4070,Thoriquidin
4071,Abu Thorik
4073,Zulkarnan
4072,Zulkarnaen
4075,Zulkarnin
4076,Arif Sunarso
4078,Aris Sunarso
4079,Ustad Daud Zulkarnaen
4080,Murshid
4074,Zulkarnain
4077,Aris Sumarsono
4636,Zamaat Modzhakhedov Tsentralnoy Asii
6171,Islamic Jihad Union
6172,Unión de la Jihad Islámica
6173,skupina islámský džihád
6174,Unione della Jihad islamica
6175,Il-Grupp tal-Ġiħad Iżlamiku
6176,is-Soċjetà Libjana
6177,il-Grupp tal-Ġiħad Iżlamiku ta’ l-Użbekistan
6178,l-Unjoni tal-Jihad Iżlamika
6179,Unia Islamska Dżihad
6180,Gruparea islamică Jihad
6181,Societatea libaneză
6182,Gruparea islamică Jihad din Uzbekistan
6183,Uniunea Jihadului Islamic
6184,Líbyjská organizácia
6185,Skupina islamského džihádu Uzbekistanu
6186,Únia islamského džihádu
6187,Zveza islamskega džihada
4081,Islamic Jihad Group
4082,Jama’at al-Jihad
4083,Libyan Society
4084,Kazakh Jama’at
4085,Jamaat Mojahedin
4086,Jamiyat
4087,Jamiat al-Jihad al-Islami
4088,Dzhamaat Modzhakhedov
4089,Islamic Jihad Group of Uzbekistan
4090,al-Djihad al-Islami
4092,Grupo Islámico Jihad
4093,Sociedad Libia
4094,Grupo Islámico Jihad de Uzbekistan
4095,Islami rühmitus Jihad
4096,Liibüa ühendus
4097,Usbekistani islami rühmitus Jihad
4098,Gruppo Jihad islamica
4099,Società libica
4100,Gruppo Jihad islamica dell’Uzbekistan
4101,Islamska Grupa Dżihad
4102,Grupo Islâmico Jihad
4103,Skupina Islamský džihád
4104,Skupina Islamski džihad
4105,Libijsko združenje
4106,Skupina Islamski džihad v Uzbekistanu
4160,Muhammad Yunis Al-Ahmed
4163,Muhammad Yunis Ahmed Al-Moali
4162,Muhammad Yunis Ahmad Al-Badrani
4161,Muhammad Yunis Ahmed
4159,Muhammad Yunis Ahmad
7481,Faysal al-Bughanimi
4193,Faical Boughanmi
4192,Faycal Boughanemi
4197,Abdelkader Laagoub
15141,Rachid
4198,Yasir Sabawi Ibrahim Hasan Al-Tikriti
4203,Ali Thafir Abdallah
4202,Yasir Sabawi Ibrahim Hassan Al-Tikriti
4201,Yasir Sab’awi Ibrahim Hasan Al-Tikriti
4200,Yasser Sabawi Ibrahim Hasan Al-Tikriti
4199,Yassir Sabawi Ibrahim Hasan Al-Tikriti
4206,Omar Sab’awi Ibrahim Hasan Al-Tikriti
4207,Omar Sabawi Ibrahim Hassan Al-Tikriti
4208,Umar Ahmad Ali Al-Alusi
4204,Omar Sabawi Ibrahim Hasan Al-Tikriti
4205,Umar Sabawi Ibrahim Hasan Al-Tikriti
4211,Ayman Sab’awi Ibrahim Hasan Al-Tikriti
4212,Ayman Sabawi Ibrahim Hassan Al-Tikriti
4213,Qais Muhammad Salman
4209,Ayman Sabawi Ibrahim Hasan Al-Tikriti
4210,Aiman Sabawi Ibrahim Hasan Al-Tikriti
4214,Ibrahim Sabawi Ibrahim Hasan Al-Tikriti
4217,Ibrahim Sabawi Ibrahim Al-Hassan Al-Tikriti
4218,Muhammad Da’ud Salman
4216,Ibrahim Sabawi Ibrahim Hassan Al-Tikriti
4215,Ibrahim Sab’awi Ibrahim Hasan Al-Tikriti
4219,Bashar Sabawi Ibrahim Hasan Al-Tikriti
4223,Bashar Sabawi Ibrahim Hasan Al-Bayjat
4222,Bashir Sabawi Ibrahim Al-Hassan Al-Tikriti
4221,Bashir Sab’awi Ibrahim Al-Hasan Al-Tikriti
4220,Bashar Sab’awi Ibrahim Hasan Al-Tikriti
4224,Ali Zafir ‘Abdullah’
4227,Sa’d Sab’awi Hasan Al-Tikriti
4225,Sa’d Sabawi Ibrahim Hasan Al-Tikriti
4226,Sa’ad Sabawi Ibrahim Hasan Al-Tikriti
4230,Al-Akhtar Medical Centre
7306,Azmat-e-Pakistan Trust
4228,Al-Akhtar Trust International
4229,Al Akhtar Trust
7307,Azmat Pakistan Trust
4231,Akhtarabad Medical Camp
7304,Pakistan Relief Foundation
7305,Pakistani Relief Foundation
4239,Abd Allah Mohamed Ragab Abdel Rahman
4241,Ahmad Hasan
4242,Abu Jihad
4240,Abu Al-Khayr
4243,Zaki Ezat Zaki Ahmed
4245,Abu Usama
4244,Rif’at Salim
4253,Ali Sayyid Muhamed Mustafa Bakri
4254,Ali Salim
4255,Abd Al-Aziz al-Masri
4271,Hani al-Sayyid El Sabaay
4270,Hani al-Sayyid Al Siba’i
4273,Abu Tusnin
4274,Abu Akram
4979,Hani Elsayed Youssef
4272,El-Sababt
4269,Hani al-Sayyid El Sebai
4268,Hani al-Sayyid Al-Sabai
4267,Hani Yusef
4261,Hani El Sayyed Elsebai Yusef
4262,Abu Karim
4263,Hani Al-Sayyid Al-Sebai Yusif
4264,Hani Yousef Al-Sebai
4265,Hani Youssef
4266,Hany Youseff
4303,Frank Kakolele Bwambale
4304,Frank Kakorere
4305,Frank Kakorere Bwambale
110760,AIGLE BLANC
4306,Jérôme Kakwavu Bukande
4307,Jérôme Kakwavu
4308,Commandant Jérôme
4309,Germain Katanga
4310,Thomas Lubanga
4311,Khawa Panga Mandro
4312,Kawa Panga
4313,Kawa Panga Mandro
4314,Yves Andoul Karim
4315,Chief Kahwa
4316,Kawa
5114,Yves Khawa Panga Mandro
5113,Mandro Panga Kahwa
5112,Kawa Mandro
4317,Iruta Douglas MPAMO
5116,Doulas Iruta Mpamo
5115,Mpano
4318,Sylvestre Mudacumura
4319,Radja
4320,Bernard Mupenzi
4321,General Major Mupenzi
4371,Υποστράτηγος Mupenzi
4372,Général Major Mupenzi
4373,generaal-majoor Mupenzi
8388,General Mudacumura
8418,generaal Mudacumura
8419,Général Mudacumura
8420,Στρατηγός Mudacumura
8421,генерал-майор Mupenzi
8422,генерал Mudacumura
8423,generálmajor Mupenzi
8424,generál Mudacumura
8425,generalmajor Mupenzi
110771,Pharaoh
4322,Ignace Murwanashyaka
4323,Ignace
110778,Dr Ignace
4324,Jules Mutebutsi
4325,Jules Mutebusi
4326,Jules Mutebuzi
4327,Colonel Mutebutsi
4354,Συνταγματάρχης Mutebutsi
4359,Kolonel Mutebutsi
8428,pulkvedis Mutebutsi
8426,полковник Mutebutsi
8427,plukovník Mutebutsi
4328,Mathieu Chui Ngudjolo
4329,Cui Ngudjolo
4331,Floribert Njabu
4332,Floribert Ndjabu
4333,Floribert Ngabu
4334,Ndjabu
4330,Floribert Ngabu Njabu
110788,Floribert Ngabu Ndjabu
110784,Floribert Njabu Ngabu
4335,Laurent Nkunda
4336,Laurent Nkunda Bwatare
14765,'Papa Six'
14764,'Chairman'
4337,Laurent Nkundabatware
4338,Laurent Nkunda Mahoro Batware
4339,General Nkunda
4357,Général Nkunda
4360,Generaal Nkunda
5117,Laurent Nkunda Batware
7006,Laurent Nkunda Mihigo
8429,генерал Nkunda
8430,ģenerālis Nkunda
4340,James Nyakuni
4341,Dieudonné Ozia Mazio
4342,Ozia Mazio
4343,Omari
4344,Mr Omari
4345,Bosco Taganda
4346,Bosco Ntaganda
4347,Bosco Ntagenda
4348,Terminator
4349,Major
7017,General Taganda
112920,Romeo
14762,Tango Romeo
14760,Lydia
4351,TPD
4358,Tous Pour la Paix et le développement
18745,TOUS POUR LA PAIX ET LE DEVELOPPEMENT (NGO)
4381,(Los) Muyahidines Hizbul
5662,Муджахидини на Хизбула
4392,Hizb al-mujahidin
4391,Hizbul Mujahidin
4389,Hizbal Mudžahidín
4388,Hizbul Mujaïdine
4387,Hizbul Mudżahedin
4386,Hezb-i-Mudzsahedin
4385,Hizbul Mujahedin
4384,Χιζμπουλ Μουτζαχεντιν
4379,Hizbul Mujahideen
4380,HM
7188,Hizbul Mudjahideen
4382,Hizb al-Mudžáhidín
4383,Hisbollah-Mudschaheddin
107254,Kawa Omar Ahmed
4406,Kaua Omar Achmed
4405,Farhad Kanabi Ahmad
4906,Kawa Hamawandi
15151,Kawa Hamawandi
4407,Isnilon Totoni Hapilon
4408,Isnilon Hapilun
4409,Isnilun Hapilun
4410,Abu Musab
4411,Salahudin
4412,Tuan Isnilon
4419,Khalil
107255,Khalil Ibrahim al-Zahiri
4418,Khalil Ibrahim Al Zafiri
4417,Khalil Ibrahim Mohammad
4416,Khalil Ibrahim Jassem
4415,Ibrahim Mohamed Khalil
4425,Radulan Sahirun
4426,Radulan Sajirun
4424,Radullan Sahiron
4423,Radulan Sahiron
4427,Commander Putol
4540,KZF
4541,Fuerza de Jalistán Zindabad
4542,Δύναμη Ζιντμπάντ του Χαλιστάν
4543,Khalistano Zindabad pajėgos
4544,Khaliszán Zindabad Erő
7189,Força Khalistan Zindabad
6727,Il-Forza Khalistan Zindabad
5669,Forța Khalistan Zindabad
4539,Khalistan Zindabad Force
4545,Siły Zindabad Khalistan
4546,Sila Kalistan Zindabad
4603,Ibnu Thoyib
4602,Abu Fatih
4601,Abdullah Anshori
4604,Ibnu Toyib
4605,Abu Fathi
4608,Abu Bakar Bashir
4609,Abdus Samad
4610,Abdus Somad
4606,Abu Bakar Ba’asyir
4607,Abu Bakar Baasyir
4613,Abd Al-Hadi
4614,Abdul Hadi
4615,Abdul Karim
4612,Rusman Gunawan
4617,Bukhory
4616,Bukhori
4611,Gun Gun Rusman Gunawan
4635,Eric Yacub
4634,Izza Kusoman
4633,Abu Obayda
4632,Obaidah
4631,Abu Ubaidah
4630,Abu Obeida
4629,Abu Obaidah
4628,Abu Obaida
4618,Taufik Rifki
4619,Taufek Refke
4620,Taufik Rifqi
4621,Tawfiq Rifqi
4622,Ami Iraq
4623,Ami Irza
4624,Amy Erja
4625,Ammy Erza
4626,Ammy Izza
4627,Ami Kusoman
4638,Gaffar Mohammed Elhassan
17890,Gaffar Mohmed Elhassan
17881,Abdallah
17882,AlNasim
17883,Al Nasim
17884,AlNaseem
17885,Al Naseem
17886,AlNasseem
17887,Al Nasseem
4639,Musa Hilal Abdalla ALNSIEM
17879,Sheikh Musa Hilal
17880,Abd Allah
4640,Adam Yacub Shant
17663,Adam Yacoub
111080,Adam SHAREIF
17889,Gabril Abdul Kareem Badri
17661,‘Tek’
4641,Jibril Abdulkarim Ibrahim MAYU
17888,General Gibril Abdul Kareem Barey
13025,Wiktor Wladimirowitsch Schejman
13026,Viktar Uladzimiravics Sejman
13027,Viktor Vlagyimirovics Sejman
9368,Viktor Uladzimiravich Sheiman
16734,Wiktar Uladsimirawitsch Scheiman
16735,Wiktor Wladimirowitsch Scheiman
106945,Viktor Vladimirovich Sheiman
102650,Вiктар Уладзiмiравiч Шэйман
102652,Viktar Uladzimiravich Sheyman
102653,Viktor Vladimirovich Sheyman
4772,Viktar Uladzimiravich Sheiman
8613,Виктор Владимирович Шейман
13020,Viktar Uladzimiravitj Sjejman
13021,Viktor Vladimirovitj Sjejman
13024,Wiktar Uladsimirawitsch Schejman
13067,Dmitri Walerijewitsch Pawlitschenko
4773,Dmitri Valerievich Pavlichenko
16761,Dmitri Valerievich Pavlichenko
16760,Dmitriy Valeriyevich Pavlichenko
13069,Dmitrij Valerijevics Pavlicsenko
13068,Dzmitrij Valerjevics Pavlicsenka
102658,Dzmitry Valerievich Paulichenka
13066,Dsmitri Walerjewitsch Paulitschenka
13063,Dmitrij Valerijevitj Pavlitjenko
13062,Dzmitryj Valerjevitj Paulitjenka
9739,Дзмiтрый Валер'евiч Паўлiчэнка
8615,Дмитрий Валериевич Павличенко
102656,Dmitry Valeriyevich Pavliuchenko
16747,Vladimir Vladimirovich Naumov
16746,Uladzimir Uladzimiravich Navumau
13051,Vladimir Vladimirovitj Naumov
13050,Uladzimir Uladzimiravitj Navumau
13046,Vlagyimir Vlagyimirovics Naumov
13045,Uladzimir Uladzimiravics Navumav
13044,Wladimir Wladimirowitsch Naumow
13043,Uladsimir Uladsimirawitsch Navumau
8614,Владимир Владимирович Наумов
4775,Vladimir Vladimirovich Naumov
102663,Uladzimir Uladzimiravich Navumau
102662,Уладзiмiр Уладзiмiравiч Навумаў
4779,TDG Ltd
4778,Technology and Development Group Limited
4780,T.M.G. Engineering Limited
4781,TMG Ltd.
4810,Tigres de Liberación de Eelam Tamil
4809,LTTE
4808,Liberation Tigers of Tamil Eelam
5674,TITE
5673,Tigrii Eliberării din Tamil Eelam
5672,Тигри за освобождението на Tamil Eelam
4828,Tamilska befrielsetigrarna
4827,Tamil Eelamin vapautuksen tiikerit
4826,Osvobodilni tigri tamilskega Eelama
4825,Tigre oslobodenia tamilského Ílamu
4824,Tigres de Libertação do Elam Tamil
4822,Tygrysy Wyzwolenia Tamilskiego Ilamu
4821,Bevrijdingstijgers van Tamil Eelam
4820,A Tamil Eelam Felszabadító Tigrisei
4811,Tygři osvobození tamilského Ílamu
4813,De Tamilske Tigre
4814,Tamili Eelami Vabastustiigrid
4815,Απελευθερωτικοί Τίγρεις του Ταμιλ Ιλάμ
4816,Tigres de libération de l'Eelam tamoul (TLET)
4819,Tamil Elamo išlaisvinimo tigrai (TEIT)
6729,Tigri għal-Liberazzjoni ta' Tamil Eelam
4817,Tigri per la liberazione della patria Tamil
4922,Dass
4921,Nessim Ben Romdhane Sahraoui
7483,Nasim al Sahrawi
111646,Merai Abdefattah Khalil Zoghbi
4931,Lazrag Faraj
4932,Farag
4933,Fredj
4937,Muhammed El Besir
4928,Zoghbai Merai Abdul Fattah
4927,Meri Albdelfattah Zgbye
4926,Mohamed Lebachir
4925,F’raji il Libico
4924,F’raji di Singapore
4923,Merai Zoghbai
4930,Larzg Ben Ila
5030,Najmuddin Faraj Ahmad
5031,Mullah Krekar
5032,Fateh Najm Eddine Farraj
5033,Faraj Ahmad Najmuddin
5056,Abu ZOUBAIR
5055,SOBIAR
5053,Mohammed BOUYERI
5054,Abu ZUBAIR
5088,Koerdische Vrijheidsvalken
5091,Falchi per la libertà del Kurdistan
5092,Halcones de la Libertad del Kurdistán
5093,Falcões da Liberdade do Curdistão
5094,Kurdistans frihetsfalkar
5095,Kurdistans frihetshökar
5096,Sokoli za osvobození Kurdistánu
5097,Jestřábi za osvobození Kurdistánu
5098,Sokoły Wolności Kurdystanu
5099,Jastrzębie Wolności Kurdystanu
5100,Sokoly za slobodu Kurdistanu
5101,Jastraby za slobodu Kurdistanu
5102,Kurdistanski sokoli svobode
5104,Kurdisztáni Szabadság Sólymai
5105,Kurdisztáni Szabadság Héjái
5106,Kurdistani Vabastuspistrikud
5107,Kurdistano laisvės sakalai
5108,Kurdistano laisvės vanagai
5708,Șoimii Eliberării din Kurdistan
5709,Vulturii Eiberării din Kurdistan
7195,Соколи за свободата на Кюрдистан
7196,Ястреби за свободата на Кюрдистан
5087,Terêbazên Azadiya Kürdistan
5086,Freiheitsfalken Kurdistans
5084,Faucons de la liberté du Kurdistan
5083,Kurdistan Freedom Hawks
5082,Kurdistan Freedom Falcons
5081,TAK
5080,Teyrbazen Azadiya Kurdistan
5089,Koerdische Vrijheidshaviken
5090,Γεράκια της Λευτεριάς του Κουρδιστάν
105901,Mohammed El' Ghabra
5111,Mohammed Al Ghabra
105900,Danial Adam
5124,I.O. Musoni
5123,Straton Musoni
5126,UCI
5125,Uganda Commercial Impex Ltd.
5127,Machanga Ltd.
5128,Butembo Airlines
5129,BAL
5130,Congomet Trading House
5131,Compagnie Aérienne des Grands Lacs
5132,CAGL
5133,Great Lakes Business Company
5134,GLBC
5151,Fereidoun Abbasi-Davani
5153,Ali Akbar Ahmadian
112807,Ali Akbar Ahmedian
5155,Bahmanyar Morteza Bahmanyar
5156,Ahmad Vahid Dastjerdi
5157,Ahmad Derakhshandeh
112819,Reza-Gholi Ismaili
5158,Reza-Gholi Esmaeli
5159,Mohsen Fakhrizadeh-Mahabadi
112824,Mohammed Hijazi
5160,Mohammad Hejazi
5161,Mohsen Hojati
5162,Mehrdada Akhlaghi Ketabachi
5164,Naser Maleki
5167,Mohammad Mehdi Nejad Nouri
5170,Morteza Rezaie
112839,Mortaza Rezai
112840,Morteza Rezai
112838,Mortaza Rezaie
112844,Morteza Saferi
112843,Murtaza Saferi
112842,Murtaza Safari
112841,Mortaza Safari
5171,Morteza Safari
112846,Yahya Raheem Safavi
5172,Yahya Rahim Safavi
112856,Hosain Salimi
112855,Hussain Salimi
112854,Hosein Saleemi
112851,Hussain Saleemi
112852,Hosain Saleemi
5174,Hosein Salimi
112857,Husain Salimi
112853,Husain Saleemi
112849,Hossein Saleemi
112850,Hossein Salimi
5175,Qasem Soleimani
112864,Sarder Soleimani
112863,Qasim Soleimani
112865,Haji Qassem
112870,Qasem Sulaymani
112866,Haj Qasem
112868,Kasim Sulaimani
112869,Kasim Soleimani
112867,Kasim Sulaymani
112860,Qasim Sulaymani
112861,Qasim Sulaimani
112862,Qasem Sulaimani
112873,Mohammad Reza Zahidi
112872,Mohammad Raza Zahedi
5176,Mohammad Reza Zahedi
112875,Mohammad Baqer Zolqadir
112877,Mohammad Bakr Zolqadr
112876,Mohammad Bakr Zolkadr
5177,Mohammad Baqer Zolqadr
112874,Mohammad Baqer Zolqader
5178,Ammunition and Metallurgy Industries Group
5179,AMIG
5180,Ammunition Industries Group
5186,Naval Defence Missile Industry Group
5185,Cruise Missile Industry Group
5187,Defence Industries Organisation
5188,DIO
5193,Fajr Industrial Group
5258,Podnik Farayand Technique
5417,Družba Farayand Technique
5194,Farayand Technique
5195,Kala-Electric
5196,Kalaye Electric
5202,Parchin Chemical Industries
5203,Pars Aviation Services Company
5205,Qods Aeronautics Industries
5206,Sanam Industrial Group
5207,7th of Tir
5209,SBIG
5208,Shahid Bagheri Industrial Group
5210,Shahid Hemmat Industrial Group
5211,SHIG
5212,Sho'a' Aviation
5213,Ya Mahdi Industries Group
5490,Organizaci pro letectví a kosmonautiku
5523,Organizzazione delle industrie aerospaziali
5436,Aerospace Industries Organisation
5437,AIO
5472,Организация за авиационна промишленост
5476,Organización de Industrias Aeroespaciales
5481,Organizacija za vesoljsko industrijo
5496,Organizácia pre letecký a kozmický priemysel
5533,Gaisa un Kosmosa telpas nozares uzņēmumu organizācija
5505,Organisation der Luft- und Raumfahrtindustrien
5506,OLI
5507,Organisation des industries aérospatiales
5509,Órganização das Indústrias Aeroespaciais
5510,Indústrias de Armamento
8050,Gruppo delle industrie dell'armamento
5438,Armament Industries
5477,Industrias Armamentísticas
5482,Oborožitvena industrija
5492,Zbrojařský závod
5508,Industries d'armement
8051,Il-Grupp tal-Industriji tal-Armamenti
5524,Industrie degli armamenti
6592,Industriji ta' l-Armamenti
6593,Spoločnosť zbrojného priemyslu
8048,Armament Industries Group
8049,Groupe des industries de l'armement
5439,Defence Technology and Science Research Centre
8069,Defense Technology and Science Research Center
5440,DTSRC
5539,ERI
5538,Moassese Amozeh Va Tahgiaghati
5537,Mokomuoju mokslinių tyrimų institutu arba Moassese Amozeh Va Tahgiaghati
5536,Izglītības pētniecības institūts
5535,Gynybos technologijų ir mokslinių tyrimų centras
5534,Aizsardzības tehnoloģiju un zinātniskās pētniecības centrs
5530,Oktató Kutatóintézet/Moassese Amozeh Va Tahgiaghati
5441,Educational Research Institute
5442,MAVT Co.
5473,Център за отбранителни технологии и научни изследвания
5478,Centro de Tecnología de Defensa y de Investigación Científica
5479,Instituto de Investigación Pedagógica/Moassese Amozeh Va Tahgiaghati
5483,Raziskovalni center za obrambno tehnologijo in znanost
5484,Raziskovalni center za izobraževanje/Moassese Amozeh Va Tahgiaghati
5494,Středisko obranné technologie a vědeckého výzkumu
5495,Vzdělávací výzkumný institut/Moassese Amozeh Va Tahgiaghati
