id,wholeName
9173,Doku Hamatovič Umarov
18468,Lom-ali Butayev (Butaev)
9172,Doku Chamatowicz Umarow
9171,Доку Хаматович Умаров
9170,Doku Khamatovich Umarov
9177,Mohamed Abou El-Kassim Zouai
9178,Baghdadi Al-Mahmoudi
9179,Mohamad Mahmoud Hijazi
9180,Abdelhafiz Zlitni
9181,Mohamad Ali Houej
9182,Abdelmajid Al-Gaoud
9183,Ibrahim Zarroug Al-Charif
9184,Abdelkebir Mohamad Fakhiri
9189,Abdallah Mansour
9209,Libyan Arab African Investment Company - LAAICO
9217,Gaddafi International Charity and Development Foundation
9232,Waatassimou Foundation
9250,Libyan Jamahirya Broadcasting Corporation
9271,Revolutionary Guard Corps
9319,Mohamed Hosni Elsayed Mubarak
9337,Suzanne Saleh Thabet
9341,Alaa Mohamed Hosni Elsayed Mubarak
9345,Heidy Mahmoud Magdy Hussein Rasekh
9346,Gamal Mohamed Hosni Elsayed Mubarak
9356,Khadiga Mahmoud El Gammal
9386,Mohamed Zohir Mohamed Wahed Garrana
9396,Habib Ibrahim Habib Eladli
9402,Elham Sayed Salem Sharshar
108866,Yurij Sivakov Leonidovich
108865,Yuri Sivakov Leonidovich
108868,Yury Leanidavich Sivakau
108864,Юрый Леанiдавiч СIВАКАЎ
108867,Iury Sivakov Leonidovich
108863,Юрий Леонидович СИВАКОВ
108323,Iury Leanidavich Sivakau
10473,Ibrahim Hassan Tali Al-Asiri
106107,Ibrahim al-'Asiri
10494,Abu-Salaah
10492,Abosslah
10491,Abu Saleh
10490,Ibrahim Hassan Al Asiri
10488,Ibrahim Hasan Tali al-’Asiri
10486,Ibrahim Hasan Tali’A ’Asiri
10482,Ibrahim Hassan Tali Assiri
10481,Ibrahim Hasan Tali Asiri
10475,Ibrahim Hassan Tali Asiri
10477,Ibrahim Hasan Talea Aseeri
10478,Ibrahim Hassan al-Asiri
11944,Esmail AHMADI-MOQADDAM
11945,Hossein ALLAHKARAM
11946,Abdollah ARAGHI
11947,Abdollah ERAGHI
11948,Ali FAZLI
11951,Aziz Jafari
11950,Mohammad-Ali JAFARI
11952,Ali KHALILI
11953,Bahram Hosseini MOTLAGH
11954,Mohammad-Reza NAQDI
11955,Ahmad-Reza RADAN
11956,Azizollah RAJABZADEH
11957,Hossein SAJEDI-NIA
11958,Hossein TAEB
12001,Seyeed Hassan SHARIATI
12002,Ghorban-Ali DORRI-NADJAFABADI
11967,Hassan ZAREH DEHNAVI
11966,Hassan HADDAD
11968,Hodjatoleslam Seyed Mohammad SOLTANI
11969,Ali-Akbar HEYDARIFAR
11970,Abbas JAFARI-DOLATABADI
11972,Mohammad NASSERIAN
119980,NASSERIAN
11971,Mohammad MOGHISSEH
11973,Gholam- Hossein MOHSENI-EJEI
11974,Said MORTAZAVI
11975,Abbas PIR-ABASSI
11976,Amir MORTAZAVI
11977,Abdolghassem SALAVATI
11979,Ahmad ZARGAR
11980,Ali-Akbar YASAGHI
11981,Mostafa BOZORGNIA
11982,Gholam-Hossein ESMAILI
11983,Farajollah SEDAQAT
11984,Mohammad-Ali ZANJIREI
11985,Quren Salih Quren AL QADHAFI
11986,Amid Husain AL KUNI
11987,Libyan Agricultural Bank
11988,Agricultural Bank
11989,Al Masraf Al Zirae Agricultural Bank
11990,Al Masraf Al Zirae
11993,Al-Inma Holding Co. for Services Investments
11994,Al-Inma Holding Co. For Industrial Investments
11995,Al-Inma Holding Company for Tourism Investment
11997,Al-Inma Holding Co. for Construction and Real Estate Developments
11999,LAP Green Networks
12000,LAP Green Holding Company
12019,Sabtina Ltd
12021,Ashton Global Investments Limited
12022,Capitana Seas Limited
12023,Kinloss Property Limited
12024,Baroque Investments Limited
12437,Mahir Al-Assad
12275,Maher Al-Assad
12462,Ali Mamluk
12276,Ali Mamlouk
104100,Mohammad Ibrahim Al-Sha’ar
12484,Atif Najib
109780,Najeeb
12483,Atej Najib
12278,Atef Najib
12488,Hafiz Makhlouf
12279,Hafez Makhlouf
12489,Muhammad Dib Zaytun
105220,Mohamed Dib Zeitun
12280,Mohammed Dib Zeitoun
116844,Al-Abbas
12281,Amjad Al-Abbas
120215,Amjad Abbas
12282,Rami Makhlouf
12283,Abd Al-Fatah Qudsiyah
120419,Jameel al-Hassan
12284,Jamil Hassan
17146,Jameel Hassan
109736,Jamil al-Hassan
112186,Mundhir Jamil Al-Assad
112185,Monzer Jamil Al-Assad
12287,Munzir Jamil Al-Assad
12521,Bena Properties
12336,Shahid Beheshti University
12507,Bonyad-e Ta'avon-Sepah
12508,Sepah Cooperative Foundation
12506,IRGC Cooperative Foundation
12337,Bonyad Taavon Sepah
12509,Ansar Saving and Interest Free-Loans Fund
12338,Ansar Bank
12510,Ansar al-Mojahedin No-Interest Loan Institute
12511,Ansae Institute
12512,Ansar Financial and Credit Institute
12513,Ansar Finance and Credit Fund
12339,Mehr Bank
12514,Mehr Finance and Credit Institute
12515,Mehr Interest-Free Bank
12879,Sunduq Al Mashrek Al Istithmari
12878,AMIF
12522,Al Mashreq Investment Fund
12880,Hamsho International Group
12523,Hamcho International
12378,Aras Farayande
12382,Neda Industrial Group
118057,Bastan Tejerat Mabna
118056,Behdis  Tejarat
118055,Bazarganis Behdis  Tejarat  Alborz  Company
118058,Noavaran Tejarat  Paya
12390,Noavaran Pooyamoj
118046,Towsee Fanavari  Boshra
118047,Pooya Wave  Company
118048,Mohandesi  Hedayat  Control  Paya
118049,Mehbang  Sana
118050,Green  Emirate  Paya
118051,Tosee Danesh  Fanavari Faramoj
118052,Faramoj  Company
118053,Fanavaran  Mojpooya
118054,Behdis  Tejarat General  Trading  Company
12403,Raad Automation Company
12402,Raad Iran
12409,Bashar Al-Assad
12411,Sun Middle East FZ Company
12412,Ashtian Tablo
12414,Bals Alman
12416,Hirbod Co
12424,Marou Sanat
12425,Mohandesi Tarh Va Toseh Maro Sanat Company
12440,Paya Partov
12438,Paya Parto
12446,Taghtiran
12464,MAAA Synergy
12465,Modern Technologies FZC
12466,MTFZC
12470,Tajhiz Sanat Shayan
12471,TSS
12473,IAP
12472,Institute of Applied Physics
12475,AMD
12474,Aran Modern Devices
12480,Electronic Components Industries
12481,ECI
12485,Shiraz Electronics Industries
12486,Iran Marine Industrial Company
12487,SADRA
105234,Farouk Al Shara
105235,Farouk Al Shara'
105236,Farouk Al Char'
105237,Farouq Al Shara
105238,Farouq Al Shara'
105239,Farouq Al Char'
12495,Faruq Al Shar’
17152,Farouq Al Shar’
17153,Farouk Al Shar’
17154,Faruq Al Char’
17155,Faruq Al Shara’
17156,Faruq Al Shara
12497,Mohamed Hamcho
12498,Iyad Makhlouf
12499,Eyad Makhlouf
12500,Bassam Al Hassan
17163,Bassam Al Hasan
12502,Ihab Makhlouf
12503,Ehab Makhlouf
12504,Iehab Makhlouf
12881,MILIHOUSE
12538,Military Housing Establishment
104146,Uthman al-Ghamidi
104145,Uthman al-Ghamdi
104148,Othman Ahmed Othman Al Omairah
104149,Uthman Ahmad Uthman al-Ghamdi
104150,Othman Ahmed Othman al-Omirah
104151,Al Umairah al-Ghamdi
104144,Othman al-Ghamdi
104147,Othman bin Ahmed bin Othman Alghamdi
104152,Othman Bin Ahmed Bin Othman
104143,Othman Ahmed Othman Al-Ghamdi
12882,Zoulhima CHALICHE
12883,Zoulhima SHALISH
17166,Dhu al-Himma Shalish
17165,Zoulhima Shaleesh
17164,Zu al-Himma CHALICHE
12884,Riyad CHALICHE
17170,Riyad SHALEESH
12901,Riyad SHALISH
12889,Mohammad Ali JA'FARI
12885,Mohammad Ali JAFARI
12886,Aziz JA'FARI
12887,Ali JAFARI
17190,Mohammad Ali JAAFARI
12890,Mohammad Ali JAFARI-NAJAFABADI
17186,Mohamed Ali JAFARI
17187,Muhammad Ali JAFARI
17188,Mohammed Ali JAFARI
12891,Qasem SOLEIMANI
12892,Qasim SOLEIMANY
116855,Qasim Soleimani
116845,Sarder Soleimani
116846,Haji Qassem
116847,Haj Qasem
116848,Kasim Sulaymani
116849,Kasim Sulaimani
116850,Kasim Soleimani
116851,Qasem Sulaymani
116852,Qasim Sulaymani
116853,Qasim Sulaimani
116854,Qasem Sulaimani
12893,Hossein Taeb
12894,Hassan Taeb
12895,Hosein Taeb
12896,Hussayn Taeb
12897,Hojjatoleslam Hossein TA'EB
12898,Khalid QADDUR
17197,Khalid QADDOUR
17196,Khalid QADOUR
17194,Khaled QADDUR
12899,Ra'if AL-QUWATLY
12900,Ri'af AL-QUWATLI
15815,Raeef Al-Kouatly
14014,Abdurrahim Bashir
14023,Abdurrahman Ba’asyir
14022,Abdurrochim Bashir
14021,Abdurrochim Ba’asyir
14009,Abdul Rahim Ba’aysir
14010,Abdul Rahim Bashir
14011,’Abd Al-Rahim Ba’asyir
14012,’Abd Al-Rahim Bashir
14013,Abdurrahim Ba’asyir
14024,Abdurrahman Bashir
14015,Abdul Rachim Ba’asyir
14016,Abdul Rachim Bashir
14017,Abdul Rochim Ba’asyir
14018,Abdul Rochim Bashir
14019,Abdurochim Ba’asyir
14020,Abdurochim Bashir
14025,Umar Patek
14026,Omar Patek
14027,Pa’tek
14028,Pak Taek
14029,Umar Kecil
14030,Al Abu Syekh Al Zacky
14031,Umangis Mike
15425,Anis Alawi Jafar
15424,Hisyam Bin Zein
15423,Mike Arsalan
17201,Mohammed Mufleh
17202,Mohammad Muflih
17200,Mohamed Mufleh
17199,Muhammad Mufleh
14032,Mohammad Mufleh
14033,Tawfiq Younes
120219,Tawfik Yunes
17215,Tawfiq Yunes
17214,Tawfik Younes
14035,Abu Rami
14034,Mohammed Makhlouf
14036,Ayman Jabir
17216,Ayman Jaber
14037,Ali Habib Mahmoud
17460,Ali Habeeb Mahmoud
14190,Emarat Kavkaz
14191,Tehrik-e Taliban Pakistan
14192,TTP
14193,Tehrik-I-Taliban Pakistan
14194,Tehrik-e-Taliban
14195,Pakistani Taliban
14196,Tehreek-e-Taliban
14254,Muhammad Jibriel Abdul Rahman
14255,Mohammad Jibriel Abdurrahman
14253,Mohammad Jibril Abdurrahman
14252,Muhammad Jibril Abdul Rahmam
14260,Heris Syah
14259,Muhammad Yunus
14258,Muhammad Ricky Ardhan bin Abu Jibril
14257,Muhammad Ricky Ardhan bin Muhammad Iqbal
14256,Muhamad Ricky Ardhan
14293,Hayel AL ASSAD
14295,Hayel AL- ASAD
14261,Hayel al-Assad
14296,Ali AL SALEEM
14262,Ali Al-Salim
116858,Nizar Asaad
14786,Nizar al-Asaad
14264,Rafiq Shahadah
17220,Rafiq Shahade
17221,Rafiq Shahadeh
17222,Rafiq Chahada
17223,Rafiq Chahade
17224,Rafiq Chahadeh
105227,Rafeeq Chahadeh
105228,Rafeeq Chahade
105229,Rafeeq Chahada
105230,Rafeeq Shahadeh
105231,Rafeeq Shahade
105232,Rafeeq Shahada
105233,Rafeeq Shahadah
17219,Rafiq Shahada
17226,Jami’
17225,Jame’
14266,Jami Jami
14265,Jamea Jamea
14286,Mohammed Said Bukhaytan
14268,Muhammad Said Bukhaytan
14423,Mohamed Said Bukhaytan
17230,Muhammad Saeed Bukhaytan
17228,Muhammad Sa’id Bukhaytan
17229,Muhammad Sa’eed Bukhaytan
17227,Mohammad Said Bukhaytan
14269,Ali Douba
17233,Nawful Al-Hussain
17234,Nawful Al-Hussein
105240,Nawfel Al-Hussein
105241,Nawfel Al-Hussain
105242,Nawfel Al-Husayn
105243,Nofal Al-Hussein
17232,Nofal Al-Husayn
105245,Nawfal Al-Hussein
105246,Nawfal Al-Hussain
14270,Nawful al-Husayn
14424,Nawful AL HUSAYN
17231,Nawfal Al-Husayn
105244,Nofal Al-Hussain
14271,Husam Sukkar
105224,Muhamad Zamreni
105225,Muhamad Zamrini
105226,Muhammed Zamreni
14426,Mohammed Zamrini
14272,Muhammed Zamrini
14425,Mohamed Zamrini
14287,Mohammed Zamrini
14273,Munir Adanov
17235,Mounir Adanov
17236,Mouneer Adanov
17237,Monir Adanov
17238,Moneer Adanov
109701,Adnuf
17239,Muneer Adanov
109700,Adanof
14275,Ghassan Khalil
17241,Ghassan Khaleel
14427,Hassan JALIL
17242,Mohammad Jabir
14276,Mohammed Jabir
17245,Mohammed Jaber
17243,Muhammad Jabir
17244,Mohamed Jabir
14277,Samir Hassan
14288,Directorat de la sécurité politique [Syrie]
14340,Direktoratet för statens säkerhet [Syrien]
14321,Direktorat Politische Sicherheit [Syrien]
14322,Dirección de Seguridad política [Siria]
14323,Дирекция за политическа сигурност [Сирия]
14324,ředitelství pro bezpečnostní politiku [Sýrie]
14325,Direktoratet for politisk sikkerhed [Syrien]
14326,Poliitilise julgeoleku direktoraat [Süüria]
14327,Διεύθυνση πολιτικής ασφάλειας [Συρία]
14328,Direzione della sicurezza politica [Siria]
14329,Politiskās drošības direktorāts [Sīrija]
14330,Politinio saugumo direktoratas [Sirija]
14331,Politikai Biztonsági Igazgatóság [szíria]
14332,Direttorat tal-politika ta' sigurtà [Sirja]
14333,Directoraat politieke veiligheid [Syrië]
14334,Dyrekcja bezpieczeństwa politycznego [Syria]
14335,Direcção de Segurança Política [Síria]
14336,Direcția de securitate politică [Siria]
14337,Riaditeľstvo pre politickú bezpečnosť [Sýria]
14338,Direktorat za politično varnost [Sirija]
14339,poliittisen turvallisuuden pääosasto [Syyria]
14278,Political Security Directorate [Syria]
14359,ředitelství pro všeobecné zpravodajství [Sýrie]
14358,Dirección de Información general [Siria]
14361,Pealuuredirektoraat [Süüria]
14362,Διεύθυνση γενικών πληροφοριών [Συρία]
14363,Direzione delle informazioni generali [Siria]
14364,Galvenā izlūkdienesta direktorāts [Sīrija]
14365,Bendrosios žvalgybos direktoratas [Sirija]
14366,Általános Hírszerzési Igazgatóság [szíria]
14367,Direttorat tal-informazzjoni ġenerali [Sirja]
14368,Directoraat algemene inlichtingen [Syrië]
14369,Dyrekcja wywiadu ogólnego [Syria]
14370,Direcção de Informações Gerais [Síria]
14371,Direcția informațiilor generale [Siria]
14372,Riaditeľstvo pre všeobecné spravodajstvo [Sýria]
14373,Splošna obveščevalna služba [Sirija]
14374,yleisen tiedustelun pääosasto [Syyria]
14375,Direktoratet för säkerhetstjänsten [Syrien]
14289,Directorat des renseignements généraux [Syrie]
14279,General Intelligence Directorate [Syria]
14341,Direktorat Allgemeiner Nachrichtendienst [Syrien]
14357,Дирекция „Общо разузнаване“ [Сирия]
14360,Direktoratet for almindelige ef-terretninger [Syrien]
14394,Direktoratet för den militära underrättelse-tjänsten [Syrien]
14393,sotilastiedustelun pääosasto [Syyria]
14280,Military Intelligence Directorate [Syria]
14342,Direktorat Militärischer Nachrichtendienst [Syrien]
14376,Дирекция за военно разузнаване [Сирия]
14377,Dirección de Información militar [Siria]
14378,ředitelství pro vojenské zpravodajství [Sýrie]
14379,Direktoratet for militære efterret-ninger [Syrien]
14380,Sõjaväeluuredirektoraat [Süüria]
14381,Διεύθυνση στρατιωτικών πληροφοριών [Συρία]
14382,Direzione delle informazioni militari [Siria]
14383,Militārā izlūkdienesta direktorāts [Sīrija]
14384,Karinės žvalgybos direktoratas [Sirija]
14385,Katonai Hírszerzési Igazgatóság [szíria]
14386,Direttorat tal-informazzjoni militari [Sirja]
14387,Directoraat militaire inlichtingen [Syrië]
14388,Dyrekcja wywiadu wojskowego [Syria]
14389,Direcção de Informações Militares [Síria]
14390,Direcția informațiilor militare [Siria]
14391,Riaditeľstvo pre vojenské spravodajstvo [Sýria]
14392,Vojaška obveščevalna služba [Sirija]
14290,Directorat des renseignements militaires [Syrie]
14291,Service des renseignements de l'Armée de l'air [Syrie]
14281,Air Force Intelligence Agency [Syria]
14343,Nachrichtendienst der Luftwaffe [Syrien]
14395,Отдел за разузнаване на военновъздушните сили [Сирия]
14396,Servicios de Información del Ejército del Aire [Siria]
14397,zpravodajská služba vojenského letectva [Sýrie]
14398,Flyvevåbnets ef-terretnings- tjeneste [Syrien]
14399,Lennuväe luureteenistus [Süüria]
14400,Υπηρεσία πληροφοριών της αεροπορίας [Συρία]
14401,Direzione delle informazioni dell'aeronautica militare [Siria]
14402,Gaisa spēku izlūkdienests [Sīrija]
14403,Karinių oro pajėgų žvalgybos tarnyba [Sirija]
14404,A légierő hírszerzési szolgálata [szíria]
14405,Servizz tal-Informazzjoni tal- Armata tal-ajru [Sirja]
14406,Inlichtingendienst luchtmacht [Syrië]
14407,Urząd wywiadu sił powietrznych [Syria]
14408,Serviço de Informações da Força Aérea [Síria]
14409,Serviciul de informații al Forțelor Armate Aeriene [Siria]
14410,Spravodajská služba vojenského letectva [Sýria]
14411,Obveščevalna služba zračnih sil [Sirija]
14412,ilmavoimien tiedustelupalvelu [Syyria]
14413,Flygvapnets underrättelsetjänst [Syrien]
14444,Сили „Qods“ (известни също като на Корпуса на пазителите на ислямската революция (IRGC)
14443,Forțele Qods ale IRGC
14446,IRGC Δύναμη Qods
14447,IRGC Qods spēki
14448,IRGC Qods Erők
14449,Il-Forza Qods tal- IRGC
14450,Jednostka IRGC Qods
14451,Jednotka Qods iránskych islamských revolučných gárd
14452,Enota IRGC Qods
14453,IRGC:n Qods-erityisjoukot
14454,Qods-styrkan inom Islamiska revolutionsgardet i Iran
14445,Fuerza Qods del IRGC
14282,IRGC Qods Force
14283,IRGC Quds Force
14284,Quds Force
14285,Qods Force
14436,Forces Qods du Corps des gardiens de la révolution
14437,Quds-Truppe im Korps der Islamischen Revolutionsgarden
14438,Forza Qods dell'IRGC
14439,Qods-strijdkrachten van de IRG
14440,Força Qods do CGRI
14441,Síly al-Kuds islámských revolučních gard
14442,Islamo revoliucijos gvardijos Qods pajėgos
14419,Matti al-Rehman
16356,Tariq
14414,Mati ur-Rehman Ali Muhammad
14415,Mati-ur Rehman
14416,Mati ur Rehman
14417,Matiur Rahman
14418,Matiur Rehman
16357,Hussain
14420,Abdul Samad
14421,Samad Sial
14422,Abdul Samad Sial
16354,Ustad Talha
16355,Qari Mushtaq
14428,Fares Chehabi
14429,Fares Shihabi
16840,Fares Chihabi
14431,Tarif AKHRAS
17246,Tarif AL AKHRAS
14432,Issam Anbouba
14433,Mada Transport
14434,Cham Investment Group
14435,Real Estate Bank
14496,Hassan Mahat Omar
14498,Hassaan Hussein Adam
14499,Hassane Mahad Omar
14500,Xassaan Xuseen Adan
14501,Asan Mahad Cumar
14502,Abu Salman
14504,Sheikh Hassaan Hussein
14503,Abu Salmaan
14505,Omar Hammami
14506,Abu Maansuur Al-Amriki
14507,Abu Mansour Al-Amriki
14508,Abu Mansuur Al-Amriki
14509,Umar Hammami
14510,Abu Mansur Al-Amriki
14511,Tayseer Qala Awwad
14512,Adnan Hassan Mahmoud
14513,Addounia TV
14514,Dounia TV
14515,Cham Holding
14516,El-Tel. Co.
14517,El-Tel. Middle East Company
14518,Ramak Constructions Co.
14524,Sociedad de Construcciones Ramak
14520,SOROH Al Cham Company
14519,Souruh Company
14526,Sociedad SOROH Al Cham
14525,Sociedad Souruh
14521,Syriatel
14548,Shaykh Yunis the Mauritanian
14555,Chingheity
14543,Abd Al-Rahman Ould Muhammad Al-Husayn Ould Muhammad Salim
14544,Abdarrahmane ould Mohamed el Houcein ould Mohamed Salem
14545,Yunis al-Mauritani
14546,Younis al-Mauritani
14547,Sheikh Yunis al-Mauritani
14557,Abd Al-Rahman Ould Muhammad Al-Husayn Ould Muhammad Salim
14549,Salih the Mauritanian
14550,Mohamed Salem
14551,Youssef Ould Abdel Jelil
14552,El Hadj Ould Abdel Ghader
14553,Abdel Khader
14554,Abou Souleimane
14595,Mahmoud ABBASZADEH-MESHKINI
14654,Ali-Reza AKBARSHAHI
14655,Hassan AKHARIAN
14657,Seyyed Alireza AVAEE
14656,Seyyed Ali-Reza AVAEE
14658,Jaber BANESHI
14659,Seyyed Hasan FIRUZABADI
14660,Seyed Hassan FIRUZABADI
14661,Seyyed Hasan FIROUZABADI
14662,Seyed Hassan FIROUZABADI
14663,Mostafa Barzegar GANJI
14664,Mohammad Reza HABIBI
14665,Mohammad HEJAZI
14667,Yadollah JAVANI
14668,Massoud JAZAYERI
14669,Mohammad Saleh JOKAR
14670,Behrouz KAMALIAN
119908,Behrooz_Ice
111901,Hackers Brain
14671,Moussa KHALILOLLAHI
18735,Mousa Khalil ELAHI
14672,Mousa KHALILOLLAHI
14673,Sadeq MAHSOULI
14674,Sadeq MAHSULI
14675,Mojtaba MALEKI
14676,Mehrdad OMIDI
116426,Reza OMIDI
116425,Reza
14677,Mahmoud SALARKIA
14678,Hojatollah KHODAEI SOURI
14680,Hosseyn TALA
14679,Hossein TALA
14681,Morteza TAMADDON
14682,Morteza TAMADON
14683,Hossein ZEBHI
14684,Mohammad-Kazem BAHRAMI
14685,Aziz HAJMOHAM- MADI
14686,Mohammad-Bagher BAGHERI
14687,Seyyed Morteza BAKHTIARI
14688,Mohammad HOSSEINI
14689,Seyyed Mohammad HOSSEYNI
14690,Seyed Mohammad HOSSEYNI
14691,Sayyed Mohammad HOSSEYNI
14692,Sayyid Mohammad HOSSEYNI
14693,Heydar MOSLEHI
14694,Heidar MOSLEHI
14695,Haidar MOSLEHI
14705,Süüria Kommertspank
14704,Sīrijas Komercbanka
14706,al-Masraf al- tajariyy al- suriyy
14703,Sirijos komercijos bankas
14702,Syrská obchodní banka
14701,Obchodná banka Sýrie
14696,Commercial Bank of Syria
14697,Banco Comercial de Siria
14698,Търговска банка на Сирия
14699,Banca Comercială a Siriei
14700,Szíriai Kereskedelmi Bank
14708,Ibrahim Awwad Ibrahim Ali Al-Badri Al-Samarrai
107508,Dr Ibrahim “Awwad Ibrahim” Ali al-Badri al- Samarrai'
14713,Abu Du’a
14714,Abu Duaa'
14715,Dr. Ibrahim
14716,Abu Bakr al-Baghdadi al-Husayni al-Quraishi
14717,Abu Bakr al-Baghdadi
14710,Ibrahim 'Awad Ibrahim al-Badri al-Samarrai
107507,Dr Ibrahim Awwad Ibrahim al-Samarra'i
107506,Ibrahim 'Awad Ibrahim al-Samarra'i
16021,Haji Pazullah Noorzai
14733,Faizullah Noorzai Akhtar Mohammed Mira Khan
14725,Haji Faizullah Noor
14724,Haji Mullah Faizullah
14723,Haji Faizullah Noori
14719,Hajji Faizullah Khan Noorzai
14720,Haji Faizuulah Khan Norezai
14721,Haji Faizullah Khan
14722,Haji Fiazullah
14718,Faizullah Khan Noorzai
14727,Hajji Malik Noorzai
14734,Haji Maluk
18301,Allah Muhammad
14730,Haji Malek Noorzai
14729,Haji Aminullah
14728,Hajji Malak Noorzai
14726,Malik Noorzai
14731,Abdul Aziz Abbasin
14732,Abdul Aziz Mahsud
14735,Hamed ABDOLLAHI
14736,Mustafa Abdullahi
14737,Manssor ARBABSIAR
14738,Mansour Arbabsiar
14739,Abdul Reza SHAHLAI
14740,Abdol Reza Shala'i
14741,Abd-al Reza Shalai
14742,Abdorreza Shahlai
14743,Abdolreza Shahla'i
14744,Abdul-Reza Shahlaee
14745,Hajj Yusef
14749,Yusuf Abu-al-Karkh
14748,Hajji Yusif
14746,Haji Yusif
14747,Hajji Yasir
14750,Ali Gholam SHAKURI
14751,Qasem SOLEIMANI
14752,Ghasem Soleymani
14753,Qasmi Sulayman
14754,Qasem Soleymani
14755,Qasem Salimani
14756,Qasem Solemani
14757,Qasem Sulaimani
14758,Qasem Sulemani
14759,Qasem Solaimani
17247,Jumah Al-Ahmed
14767,Jumah Al-Ahmad
14768,Lu’ai al-Ali
17248,Louay al-Ali
105222,Loai al-Ali
14769,Ali Abdullah Ayyub
17249,Ali Abdallah Ayyub
111504,Ali Abdallah Ayob
111505,Ali Abdallah Ayoub
111506,Ali Abdallah Ayub
111507,Ali Abdallah Ayyoub
111508,Ali Abdullah Ayob
111509,Ali Abdullah Ayoub
111510,Ali Abdullah Ayub
111511,Ali Abdullah Ayyoub
14770,Fahd Jasim al-Furayj
17250,Fahd Jasem al-Furayj
17251,Fahd Jassim al-Furayj
17252,Fahd Jassem al-Furayj
17253,Fahd Jasim al-Freij
109707,Fahed Jasim al-Furayj
109708,Fahid Jasim al-Furayj
14771,Aous ASLAN
14772,Aws ASLAN
14773,Ghassan BELAL
17254,Abdallah BERRI
14774,Abdullah BERRI
14775,George CHAOUI
14776,Zuhair Hamad
17255,Zouheir Hamad
17256,Zuheir Hamad
17257,Zouhair Hamad
17258,Amar ISMAEL
14777,Ammar ISMAEL
17259,Amar ISMAIL
17260,Mujahed ISMAEL
14778,Mujahed ISMAIL
14780,Nazih
14781,Kifah MOULHEM
17263,Kifah MULHIM
17262,Kifah MULHEM
17261,Kifah MOULHIM
17264,Wajeeh Mahmud
14782,Wajih Mahmud
14784,Talal Mustafa Tlass
14785,Fu’ad Tawil
14986,Davoud BABAEI
14791,Sayed Shamsuddin BORBORUDI
120318,Seyed Shamseddin BORBOROUDI
14794,Kamran DANESHJOU
14793,Kamran DANESHJOO
14796,Milad JAFARI
14798,Ali KARIMIAN
14800,Majid KHANSARI
14804,Mohammad MOHAMMADI
14807,Mohammad Sadegh NASERI
14811,Hamid SOLTANI
14813,Javad AL YASIN
14815,Aria Nikan
14816,Pergas Aria Movalled Ltd
14817,Bargh Azaraksh
14818,Barghe Azerakhsh Sakht
14819,Behineh Trading Co
14820,Eyvaz Technic
14822,Ghani Sazi Uranium Company
14823,Iran Uranium Enrichment Company
14825,Iran Pouya
14824,Iran Pooya
14827,Karanir
14828,Moaser
14829,Tajhiz Sanat
14830,Khala Afarin Pars
14831,MACPAR Makina San Ve Tic
14832,MATSA (Mohandesi Toseh Sokht Atomi Company)
14833,Mobin Sanjesh
14835,Multimat lc ve Dis Ticaret Pazarlama Limited Sirketi
14836,Research Centre for Explosion and Impact
14837,METFAZ
14838,Saman Nasb Zayendeh Rood
14839,Saman Nasbzainde Rood
14994,SATA
14993,Saman Tose'e Asia
14840,Samen Industries
14842,STEP Standart Teknik Parca San ve TIC A.S.
14844,Sakhd Va Rah-An-Da-Zi
14843,SURENA
14845,TABA (Iran Cutting Tools Manufacturing company - Taba Towlid Abzar Boreshi Iran)
14846,Test Tafsir
14848,Tosseh Jahad E Silo
14847,Tosse Silooha
14849,Yarsanat
14850,Yar Sanat
14851,Yarestan Vacuumi
14852,Azim AGHAJANI
14853,Azim ADHAJANI
112878,Azim Agha-Jani
14854,Abolghassem Mozaffari SHAMS
14855,Ali Akbar Tabatabaei
14856,Sayed Akbar Tahmaesebi
112884,Ali Akber Tahmaesebi
112886,Syed Akber Tahmaesebi
112885,Ali Akber Tabatabaei
112883,Ali Akbar Tahmaesebi
14857,Yas Air
14998,Mohammad Al-Jleilati
17411,Mohamed Al-Jleilati
17414,Muhammad Al-Jleilati
17415,Mohammed Al-Jleilati
17275,Ibrahim Al-Hasan
15012,Ibrahim Al-Hassan
15013,Khalil Zghraybih
17304,Khalil Zighraybah
17280,Khalil Zghraybeh
17281,Khalil Zghraybe
17282,Khalil Zghrayba
17283,Khalil Zghraybah
17284,Khalil Zaghraybeh
17285,Khalil Zaghraybe
17286,Khalil Zaghrayba
17287,Khalil Zaghraybah
17289,Khalil Zeghraybeh
17290,Khalil Zeghraybe
17291,Khalil Zeghrayba
17293,Khalil Zeghraybah
17296,Khalil Zughraybeh
17297,Khalil Zughraybe
17299,Khalil Zughrayba
17300,Khalil Zughraybah
17301,Khalil Zighraybeh
17302,Khalil Zighraybe
17303,Khalil Zighrayba
17278,Khaleel Zghraybih
15014,Ali Barakat
17305,Talal Makhlouf
15015,Talal Makhluf
15016,Nazih Hassun
105247,Nazeeh Hassoun
17317,Nazih Hassoun
17316,Nazeeh Hassun
15017,Maan Jdiid
17321,Ma'an Jdiid
17322,Maan Jdid
17327,Maan Jdeed
17324,Maan Jedeed
17325,Maan Jadeed
17323,Maan Jedid
15018,Mohammad Ibrahim Al-Shaar
17332,Mohamed Ibrahim Al-Shaar
17333,Muhammad Ibrahim Al-Shaar
